id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	currency	availability	shipping_weight	expiration_date	brand	condition	product_type	google_product_category	payment_accepted
433	Dorian Perforated Oxford	Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1 rubber heel. Imported.	http://127.0.0.1/magento/dorian-preforated-oxford-548.html	http://127.0.0.1/magento/media/catalog/product/a/m/ams000a_2.jpg	http://127.0.0.1/magento/media/catalog/product/a/m/ams000b_2.jpg	410.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
434	Wingtip Cognac Oxford	Wingtip medallion toe oxford with contrast waxed cotton laces. Leather upper and lining. Leather sole. Made in Italy.	http://127.0.0.1/magento/wingtip-cognac-oxford-549.html	http://127.0.0.1/magento/media/catalog/product/a/m/ams005a_2.jpg	http://127.0.0.1/magento/media/catalog/product/a/m/ams005b_2.jpg	375.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
435	Suede Loafer, Navy	Suede loafer. Contrast stitching. Leather lined. Imported.	http://127.0.0.1/magento/suede-loafer-navy-550.html	http://127.0.0.1/magento/media/catalog/product/a/m/ams010a_2.jpg	http://127.0.0.1/magento/media/catalog/product/a/m/ams010b_2.jpg	310.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
446	MP3 Player with Audio	Includes a choice between our Compact MP3 player or our Digital Media Player and Earbuds or Headphones.	http://127.0.0.1/magento/mp3-player-with-audio.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde012_2.jpg	http://127.0.0.1/magento/media/catalog/product/h/d/hde011_2.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde010_2.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde013__2.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde012__2.jpg	185.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
399	Madison 8GB Digital Media Player	2.5-inch LCD screen for crisp, colorful video. Compatible with multiple audio formats. Available in 8GB. Earbuds not included.	http://127.0.0.1/magento/madison-8gb-digital-media-player.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde012_3.jpg	 	150.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
397	Madison Earbuds	Balanced audio. Enhanced bass. Includes cable clip, diaphragm guard, cleaning tool, travel pouch and airline adapter.	http://127.0.0.1/magento/madison-earbuds.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde010_1.jpg	 	35.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
398	Madison Overear Headphones	Steel and aluminum. Soft leather pivoting earcups and adjustable headband. Enhanced bass. Aggressive noise cancellation.	http://127.0.0.1/magento/madison-overear-headphones.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde011_1.jpg	 	125.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
396	Large Camera Bag	Flap closure. Microfiber. 8.5 x 5 x 6 . Domestic.	http://127.0.0.1/magento/large-camera-bag.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde006t.jpg	http://127.0.0.1/magento/media/catalog/product/h/d/hde006b_1.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde006c.jpg	120.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
394	16GB Memory Card	16GB SD memory card. Shock, water, and xray resistant.	http://127.0.0.1/magento/16gb-memory-card.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde004__1.jpg	 	30.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
395	8GB Memory Card	8GB SD memory card. Shock, water, and xray resistant.	http://127.0.0.1/magento/8gb-memory-card.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde005_.jpg	 	20.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
445	Camera Travel Set	Includes our Camera Case, and your choice between our Digital Camera or our DSLR, 16GB or 8GB memory card, and 3-year or 5-year warranty.	http://127.0.0.1/magento/camera-travel-set.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde001t_1.jpg	http://127.0.0.1/magento/media/catalog/product/h/d/hde003a.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde006a.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde004_2.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hde007_1.jpg	445.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
441	3-Year Warranty	3-Year coverage from date of purchase on hardware failures. Fixed or receive full replacement cost in 5 days or less - guaranteed. Free 2-way shipping for repairs. 100% parts and labor covered with no deductables. Fully transferable with gifts. Cancel anytime for a full refund within the first 30 days.	http://127.0.0.1/magento/3-year-warranty.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde007_3.jpg	 	75.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
442	5-Year Warranty	5-Year coverage from date of purchase on hardware failures. Fixed or receive full replacement cost in 5 days or less - guaranteed. Free 2-way shipping for repairs. 100% parts and labor covered with no deductables. Fully transferable with gifts. Cancel anytime for a full refund within the first 30 days.	http://127.0.0.1/magento/5-year-warranty.html	http://127.0.0.1/magento/media/catalog/product/h/d/hde007_2.jpg	 	100.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
370	Isla Crossbody Handbag	Pebbled leather. Contrast stitching. Fold over flap with Fasten closure. Crossbody strap. 6 x 8 x 0.75 .	http://127.0.0.1/magento/isla-crossbody-handbag.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl000_4.jpg	 	290.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
372	Flatiron Tablet Sleeve	Pebble textured leather tabled case. Top zip closure. Exterior zipper pocket. Fully lined with back wall slip pocket. 8.75 x 11 x .5 . Imported.	http://127.0.0.1/magento/leather-tablet-sleeve.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl002b_1.jpg	http://127.0.0.1/magento/media/catalog/product/a/b/abl002a_1.jpg	150.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
375	Roller Suitcase	Zip closure. Water resistant hard polycarbonate shell. All direction spinner wheels. Retractable plastic handle. Cross strap interior. 29 x 20 x 13 .	http://127.0.0.1/magento/roller-suitcase.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl005a_1.jpg	http://127.0.0.1/magento/media/catalog/product/a/b/abl005b_1.jpg	650.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
386	Herald Glass Vase	Blown glass. 10 diameter. 17 high. Imported.	http://127.0.0.1/magento/herald-glass-vase.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd000_1.jpg	 	110.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
389	Stone Salt and Pepper Shakers	Glazed stoneware. 2 diam. 5.5 x 5.5 coaster. Set of 2. Domestic.	http://127.0.0.1/magento/stone-salt-and-pepper-shakers.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd004_1.jpg	 	65.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
390	Fragrance Diffuser Reeds	8 diffuser reeds. 2oz fragrance oil. Decorative wood container.	http://127.0.0.1/magento/fragrance-diffuser-reeds.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd005_1.jpg	 	75.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
391	Geometric Candle Holders	Painted glass. Geometric pattern. Set of 3. Domestic.	http://127.0.0.1/magento/geometric-candle-holders.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd006_1.jpg	 	90.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
415	The Essential Boot Cut Jean	Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15 leg opening. Zip fly. Machine wash.	http://127.0.0.1/magento/the-essential-boot-cut-jean-541.html	http://127.0.0.1/magento/media/catalog/product/m/p/mpd006t_2.jpg	http://127.0.0.1/magento/media/catalog/product/m/p/mpd006a.jpg,http://127.0.0.1/magento/media/catalog/product/m/p/mpd006b.jpg	140.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
416	Flat Front Trouser	Flat front trouser. Slim through the hip thigh and ankle. Zip fly. Lined. 100% wool. Dry clean.	http://127.0.0.1/magento/flat-front-trouser-542.html	http://127.0.0.1/magento/media/catalog/product/m/p/mpd012t.jpg	http://127.0.0.1/magento/media/catalog/product/m/p/mpd012a_2.jpg,http://127.0.0.1/magento/media/catalog/product/m/p/mpd012b_2.jpg	195.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
422	Essex Pencil Skirt	Knee length skirt. Sits on natural waist. Fitted through the hip. Exposed waist belt loops. Hidden zip and hook and eye closure in back. Full lining. Wool/cotton/polyester. Machine wash.	http://127.0.0.1/magento/essex-pencil-skirt-527.html	http://127.0.0.1/magento/media/catalog/product/w/s/wsd000t.jpg	http://127.0.0.1/magento/media/catalog/product/w/s/wsd000a_2.jpg,http://127.0.0.1/magento/media/catalog/product/w/s/wsd000b_2.jpg	185.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
424	Ludlow Sheath Dress	Sleeveless, jewel neckline with deep Vee in back. Fitted through waist and hip. 100% polyester lining. Cotton/wool. Dry clean.	http://127.0.0.1/magento/ludlow-sheath-dress.html	http://127.0.0.1/magento/media/catalog/product/w/s/wsd008t_2.jpg	http://127.0.0.1/magento/media/catalog/product/w/s/wsd008a_2.jpg,http://127.0.0.1/magento/media/catalog/product/w/s/wsd008b_2.jpg	305.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
436	Classic Hardshell Suitcase	Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21 x 17 x 10 .	http://127.0.0.1/magento/classic-hardshell-suitcase-583.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl0006a_1.jpg	http://127.0.0.1/magento/media/catalog/product/a/b/abl006b_2.jpg	600.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
437	Modern Murray Ceramic Vase	Ceramic. 5.5 diameter, 12 high.	http://127.0.0.1/magento/modern-murray-ceramic-vase-480.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd001_2.jpg	http://127.0.0.1/magento/media/catalog/product/h/d/hdd002_2.jpg	55.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
439	Luggage Set	Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21 x 17 x 10 and/or 29 x 20 x 13 .	http://127.0.0.1/magento/luggage-set.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl0008.jpg	 	600.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
440	Vase Set	Ceramic. 5.5 diameter, 12 high. Domestic.	http://127.0.0.1/magento/vase-set.html	http://127.0.0.1/magento/media/catalog/product/h/d/hdd003.jpg	http://127.0.0.1/magento/media/catalog/product/h/d/hdd001_3.jpg,http://127.0.0.1/magento/media/catalog/product/h/d/hdd002_3.jpg	135.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
405	Sullivan Sport Coat	Two button, single vented, notched lapels. Three buttons at cuff. Interior buttoned welt pockets. Full polyester lining. 100% wool. Dry clean.	http://127.0.0.1/magento/oxford-sport-coat-474.html	http://127.0.0.1/magento/media/catalog/product/m/s/msj009t.jpg	http://127.0.0.1/magento/media/catalog/product/m/s/msj009a_2.jpg,http://127.0.0.1/magento/media/catalog/product/m/s/msj009b_2.jpg	510.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
407	Stretch Cotton Blazer	Two button, single vented, notched lapels. Slim cut through the shoulders chest and waist. Flap pockets, welt inside chest pockets. Cotton/lycra. Dry clean.	http://127.0.0.1/magento/stretch-cotton-blazer-582.html	http://127.0.0.1/magento/media/catalog/product/m/s/msj015t_1.jpg	http://127.0.0.1/magento/media/catalog/product/m/s/msj015a_1.jpg,http://127.0.0.1/magento/media/catalog/product/m/s/msj015b.jpg	490.00	 	 	USD	in stock	 	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
373	Broad St. Flapover Briefcase	Leather, with flap closure. Padded carrying handles. Main compartment has padded laptop pocket, file section and organizer panel. Quick access back pocket. Padded adjustable shoulder strap. 16 x 12 x 3.5 . Domestic.	http://127.0.0.1/magento/flapover-briefcase.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl003b_1.jpg	http://127.0.0.1/magento/media/catalog/product/a/b/abl003a_1.jpg	570.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
374	Houston Travel Wallet	Leather. 4 x 6.5 x 0.5	http://127.0.0.1/magento/rolls-travel-wallet.html	http://127.0.0.1/magento/media/catalog/product/a/b/abl004a_1.jpg	http://127.0.0.1/magento/media/catalog/product/a/b/abl004b_1.jpg	210.00	 	 	USD	in stock	1.0000 kg	2024-04-16	 	new	 	 	AmericanExpress,Cash,Check,Discover,MasterCard,Visa,WireTransfer
